Datetime,Ticker,High,Low,Source
2026-04-24 14:30,MSFT,424.47,421.86,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-24 15:30,MSFT,424.95,423.18,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-27 9:30,MSFT,424.68,417.1,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-27 10:30,MSFT,424.64,421.37,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-27 11:30,MSFT,424.02,421.6,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-27 12:30,MSFT,425.17,423.21,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-27 13:30,MSFT,426.8,425.05,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-27 14:30,MSFT,427.09,424.28,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-27 15:30,MSFT,426.18,424.14,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-28 9:30,MSFT,428.05,421.95,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-28 10:30,MSFT,426.97,424.85,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-28 11:30,MSFT,428.58,425.56,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-28 12:30,MSFT,429.19,427.38,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-28 13:30,MSFT,429.03,426.31,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-28 14:30,MSFT,429.07,426.08,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-28 15:30,MSFT,429.92,428.65,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-29 9:30,MSFT,426.78,421.79,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-29 10:30,MSFT,425.82,424.05,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-29 11:30,MSFT,425.26,421.74,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-29 12:30,MSFT,423.15,420.3,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-29 13:30,MSFT,424.23,422.5,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-29 14:30,MSFT,425.41,422.99,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-29 15:30,MSFT,425.2,423.17,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-30 9:30,MSFT,414.42,400.13,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-30 10:30,MSFT,406.98,401.14,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-30 11:30,MSFT,403.9,400.86,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-30 12:30,MSFT,401.68,398.01,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-30 13:30,MSFT,406.18,400.93,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-30 14:30,MSFT,408.93,406.11,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-04-30 15:30,MSFT,410.16,407.47,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-01 9:30,MSFT,416.27,410.45,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-01 10:30,MSFT,414.72,411.08,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-01 11:30,MSFT,417.11,412.99,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-01 12:30,MSFT,414.61,412.75,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-01 13:30,MSFT,416,413.94,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-01 14:30,MSFT,416.31,414.42,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-01 15:30,MSFT,417.1,413.43,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-04 9:30,MSFT,420.77,410.8,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-04 10:30,MSFT,420.49,415.5,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-04 11:30,MSFT,416.47,413,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-04 12:30,MSFT,416.27,413.73,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-04 13:30,MSFT,415.54,414.18,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-04 14:30,MSFT,414.76,412.09,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-04 15:30,MSFT,413.79,411.88,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-05 9:30,MSFT,416.7,409.37,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-05 10:30,MSFT,411.54,409.66,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-05 11:30,MSFT,411.6,408.8,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-05 12:30,MSFT,410.45,409.03,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-05 13:30,MSFT,410.95,409.74,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-05 14:30,MSFT,413.38,409.67,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-05 15:30,MSFT,412.78,411.16,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-06 9:30,MSFT,416.43,405.11,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-06 10:30,MSFT,418.38,413.11,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-06 11:30,MSFT,416.25,413.46,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-06 12:30,MSFT,414.85,412.24,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-06 13:30,MSFT,414.06,412.26,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-06 14:30,MSFT,414.36,413.04,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-06 15:30,MSFT,414.45,412.62,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-07 9:30,MSFT,427.98,418.8,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-07 10:30,MSFT,426.52,422.65,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-07 11:30,MSFT,426.55,423.08,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-07 12:30,MSFT,424.83,420.64,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-07 13:30,MSFT,423.64,420.48,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-07 14:30,MSFT,424.28,421,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-07 15:30,MSFT,422.08,420,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-08 9:30,MSFT,418.63,414.94,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-08 10:30,MSFT,417.23,414.36,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-08 11:30,MSFT,417.13,415.35,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-08 12:30,MSFT,417.39,415.42,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-08 13:30,MSFT,417.35,415.36,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-08 14:30,MSFT,416.12,414.2,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-08 15:30,MSFT,415.96,414,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-11 9:30,MSFT,411.54,405.5,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-11 10:30,MSFT,412.19,408.96,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-11 11:30,MSFT,411.85,410.14,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
2026-05-11 12:30,MSFT,411.2,408.58,"hourly-archive (pre-deletion snapshot, rescued 2026-07-16)"
